pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,length,stair_count,max_slope,min_width,signposted_as
740504,de:12054:900230071::2,de:12054:900230071::1,1,0,47,65.000000000000,,,,
454691,de:12054:900230206::1,de:12054:900230206::2,1,0,43,60.000000000000,,,,
454696,de:12054:900230206::2,de:12054:900230206::1,1,0,43,60.000000000000,,,,
456221,de:12054:900230097::1,de:12054:900230097::2,1,0,75,104.000000000000,,,,
456223,de:12054:900230097::2,de:12054:900230097::1,1,0,75,104.000000000000,,,,
456231,de:12054:900230029::3,de:12054:900230029::4,1,0,50,70.000000000000,,,,
1034997,de:12054:900230029::3,de:12054:900230029::5,1,0,40,55.000000000000,,,,
456234,de:12054:900230029::4,de:12054:900230029::3,1,0,50,70.000000000000,,,,
1034999,de:12054:900230029::4,de:12054:900230029::5,1,0,42,58.000000000000,,,,
1034996,de:12054:900230029::5,de:12054:900230029::3,1,0,40,55.000000000000,,,,
1034998,de:12054:900230029::5,de:12054:900230029::4,1,0,42,58.000000000000,,,,
740781,de:12054:900230077::1,de:12054:900230077::2,1,0,58,81.000000000000,,,,
740782,de:12054:900230077::2,de:12054:900230077::1,1,0,58,81.000000000000,,,,
571133,de:12054:900230272::1,de:12054:900230272::2,1,0,55,76.000000000000,,,,
571134,de:12054:900230272::2,de:12054:900230272::1,1,0,55,76.000000000000,,,,
784577,de:12061:900260009:2:53,de:12061:900260009:2:54,1,0,96,134.000000000000,,,,
784576,de:12061:900260009:2:54,de:12061:900260009:2:53,1,0,96,134.000000000000,,,,
1082686,de:12061:900260009:1:52,de:12061:900260009:1:51,1,0,8,11.000000000000,,,,
1082685,de:12061:900260009:1:51,de:12061:900260009:1:52,1,0,8,11.000000000000,,,,
778038,de:12054:900230181::1,de:12054:900230181::2,1,0,49,68.000000000000,,,,
778039,de:12054:900230181::2,de:12054:900230181::1,1,0,49,68.000000000000,,,,
